id,name,identity,align,eye,hair,alive,appearances,first_appearance,year
3010,Terri Henshaw (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,7,"1990, May",1990
3015,Felix Zumac (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,7,"1989, December",1989
3021,Aleister Hook (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Living Characters,7,"1988, March",1988
3024,Gemma Masters (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,7,"1988, April",1988
3033,Boris Dmitravich Razumihin (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,7,"1987, December",1987
3039,Rumaan Harjavti (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,7,"1987, June",1987
3046,Lyle Byrnes (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,7,"1986, June",1986
3052,Taryia (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,7,"1985, December",1985
3054,White Opal (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,7,"1985, August",1985
3057,Blythe Bonner (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7,"1984, May",1984
3063,Lord Amethyst (New Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Deceased Characters,7,"1983, May",1983
3071,Elinore Stone (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,7,"1981, May",1981
3072,Mister E (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,7,"1980, December",1980
3076,Axe-Man (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,7,"1977, June",1977
3082,Kong (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,7,"1975, July",1975
3086,Brother Power (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,7,"1968, October",1968
3095,Anais Guillot (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,7,"1959, August",1959
3097,Knodar (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,7,"1947, October",1947
3098,Sherlock Holmes (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,7,"1946, December",1946
3104,Zachary Zor (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,7,"1940, May",1940
3107,Rachel Niamo (Prime Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,6,"2012, December",2012
3108,Bellona (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,6,"2011, January",2011
3109,Daniel Crow-Brings-Darkness (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,6,"2011, April",2011
3111,Iron Maiden (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,6,"2011, June",2011
3112,Jeramey Chriqui (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,6,"2011, August",2011
3113,Jiro Osamu (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,6,"2011, January",2011
3115,Bizarro-Girl (New Earth),Public Identity,Neutral Characters,Red Eyes,Blond Hair,Living Characters,6,"2010, August",2010
3116,Clancy Johnson (New Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Deceased Characters,6,"2010, June",2010
3118,Dale Colton (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,6,"2010, July",2010
3122,Isabel Rochev (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,6,"2010, August",2010
3124,Salvatore Guzzo (New Earth),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Deceased Characters,6,"2010, November",2010
3125,Sebastien Mallory (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,6,"2010, November",2010
3130,White Canary (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"2010, July",2010
3132,Alessio Morandi (New Earth),Public Identity,Neutral Characters,Green Eyes,Black Hair,Living Characters,6,"2009, June",2009
3144,Narcissus (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,6,"2009, June",2009
3154,Kwaku Anansi (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,6,"2008, September",2008
3163,Amnee Pree (New Earth),Public Identity,Good Characters,Yellow Eyes,Orange Hair,Living Characters,6,"2007, December",2007
3172,Kyesha Salton (New Earth),Public Identity,Good Characters,Brown Eyes,Orange Hair,Living Characters,6,"2007, July",2007
3175,Matoo Pree (New Earth),Public Identity,Good Characters,Yellow Eyes,Orange Hair,Living Characters,6,"2007, December",2007
3178,Bloodsport III (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"2006, July",2006
3182,Griffin Grey (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Deceased Characters,6,"2006, August",2006
3185,Little Barda (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,6,"2006, September",2006
3187,Mallory Kimball (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,6,"2006, July",2006
3195,Misty Kilgore (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,6,"2005, June",2005
3198,Thomas Ludlow Dalt (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,6,"2005, April",2005
3199,Virtuoso (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,6,"2005, November",2005
3201,Albert Davis (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,6,"2004, April",2004
3207,Erich Donnerstein (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,6,"2004, October",2004
3210,Lyla (New Earth),Public Identity,Good Characters,Blue Eyes,Purple Hair,Living Characters,6,"2004, April",2004
3212,Naif al-Sheikh (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,6,"2004, September",2004
3214,Sonja (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,6,"2004, August",2004
3220,Sylvia Sinclair (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,6,"2002, December",2002
3227,Amsel Reiniger (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,6,"2000, May",2000
3229,Diego Irigoyen (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,6,"2000, August",2000
3231,Maxwell Williams (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,6,"2000, March",2000
3233,Ryuku Orsono (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,6,"2000, August",2000
3236,Damien Darhk (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,6,"1999, March",1999
3243,Ratsputin (New Earth),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Living Characters,6,"1998, April",1998
3245,Sweet Sixteen (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,6,"1998, February",1998
3250,Jarrod Jupiter (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,6,"1997, September",1997
3254,Scorcher III (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,6,"1997, April",1997
3262,Beta Tos (New Earth),Public Identity,Good Characters,White Eyes,Red Hair,Living Characters,6,"1996, September",1996
3265,Cleveden Forbes (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,6,"1996, October",1996
3269,Ephyra (New Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Living Characters,6,"1996, September",1996
3270,Joy Page (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,6,"1996, September",1996
3273,Jack Weston (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,6,"1995, October",1995
3274,John LaMonica (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,6,"1995, May",1995
3277,Adara (New Earth),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Deceased Characters,6,"1994, November",1994
3279,Damien Kane (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,6,"1994, February",1994
3284,Jonathan Kellor (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,6,"1994, December",1994
3286,Loria (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Deceased Characters,6,"1994, December",1994
3289,Angora Lapin (New Earth),Secret Identity,Bad Characters,Pink Eyes,White Hair,Living Characters,6,"1993, June",1993
3292,Ewald Olafsson (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,6,"1993, September",1993
3293,FerAlyce (New Earth),Public Identity,Good Characters,Yellow Eyes,Black Hair,Living Characters,6,"1993, January",1993
3300,Daniel William Ducannon (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,6,"1992, October",1992
3301,Hi-Tech (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,6,"1992, October",1992
3303,Jordan Wylie (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,6,"1992, January",1992
3306,Pyotr Raskov (New Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Deceased Characters,6,"1991, July",1991
3307,Sumaan Harjavti (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"1991, August",1991
3310,Dardanus (New Earth),Public Identity,Bad Characters,Black Eyes,Blond Hair,Deceased Characters,6,"1990, March",1990
3313,Marvin Noronsa (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,6,"1990, November",1990
3315,Tanya Fox (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,6,"1990, January",1990
3316,Terri Eckhart (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,6,"1990, December",1990
3318,Azure (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,6,"1989, July",1989
3321,Churljenkins (New Earth),Public Identity,Good Characters,Black Eyes,Green Hair,Living Characters,6,"1989, March",1989
3325,Lennox (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,6,"1989, August",1989
3327,Maritza Nitumbe (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,6,"1989, December",1989
3332,Quiz (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"1989, September",1989
3333,Rosa Rubikskova (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,6,1989,1989
3340,Choi (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"1988, April",1988
3344,Katina Leikos (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,6,"1988, July",1988
3361,Robert DuBois (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,6,"1987, April",1987
3365,Jonathan Mann (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,6,1986,1986
3368,Benjamin Love (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,6,"1985, September",1985
3372,Vance Vanucci (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,6,"1985, May",1985
3376,Haifisch (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Deceased Characters,6,"1984, April",1984
3379,Kamah (New Earth),Public Identity,Bad Characters,Red Eyes,Orange Hair,Deceased Characters,6,"1984, October",1984
3384,Thomas Corbett (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,6,"1984, March",1984
3387,Princess Topaz (New Earth),Public Identity,Neutral Characters,Yellow Eyes,Black Hair,Living Characters,6,"1983, August",1983
3388,Voss (New Earth),Public Identity,Good Characters,Red Eyes,Black Hair,Living Characters,6,"1983, October",1983
3391,Carl Woods (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,6,"1981, June",1981
3395,Timothy Fox (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,6,"1979, July",1979
3399,Barney Sands (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,6,"1977, April",1977
3401,Richard Benson (New Earth),Public Identity,Good Characters,Grey Eyes,White Hair,Living Characters,6,"1975, June",1975
3402,Avia (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,6,"1972, March",1972
3403,James Corrigan (Earth-One),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,6,"1972, May",1972
3407,Richard Wilson (New Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Living Characters,6,"1970, November",1970
3411,Vera Sweet (New Earth),Public Identity,Neutral Characters,Green Eyes,Blond Hair,Living Characters,6,"1968, June",1968
3416,Farmer Boy (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,6,"1964, June",1964
3418,F. Gaylord Clayburne III (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,6,"1963, February",1963
3420,Jeanne Walker (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,6,"1961, March",1961
3423,Jonathan Mayhew (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,6,"1957, July",1957
3424,Ranger (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,6,"1955, January",1955
3425,Gerald Shilling (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,6,"1954, November",1954
3444,Orithia (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,5,"2011, January",2011
3445,Rani Singh (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,5,"2011, January",2011
3448,Tataka (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,5,"2011, May",2011
3450,Vijay Singh (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,5,"2011, January",2011
3451,Zachary Gate (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,5,"2011, July",2011
3452,Catwoman III (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,5,"2010, September",2010
3453,Chloe Sullivan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,5,"2010, November",2010
3464,Mateo Burland (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,5,"2010, March",2010
3467,Peter Hayes (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,5,"2010, August",2010
3470,Archer of Angelsport (New Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Deceased Characters,5,"2009, August",2009
3471,Donna Anderson (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Deceased Characters,5,"2009, August",2009
3473,Jamal Stuart (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,5,"2009, February",2009
3475,Millicent Mayne (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,5,"2009, February",2009
3476,Riki Kimura (New Earth),Secret Identity,Good Characters,Black Eyes,Green Hair,Living Characters,5,"2009, October",2009
3478,Sean Sonus (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,5,"2009, February",2009
3480,Son of the Fallen (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,5,"2009, January",2009
3483,Burn (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,5,"2008, May",2008
3486,Jesse (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,5,"2008, August",2008
3489,Marque (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,5,"2008, September",2008
3492,Sendrina (New Earth),Secret Identity,Good Characters,Red Eyes,Brown Hair,Living Characters,5,"2008, February",2008
3502,Frank Halloran (New Earth),Secret Identity,Neutral Characters,Photocellular Eyes,Blond Hair,Deceased Characters,5,"2007, June",2007
